JounalTitle	JounalAbbreviation
2013 INTERNATIONAL SYMPOSIUM ON COMPUTATIONAL MODELS FOR LIFE SCIENCES	AIP CONF PROC
2013 UKM FST POSTGRADUATE COLLOQUIUM	AIP CONF PROC
"2014 UKM FST POSTGRADUATE COLLOQUIUM: PROCEEDINGS OF THE UNIVERSITI KEBANGSAAN MALAYSIA, FACULTY OF SCIENCE AND TECHNOLOGY 2014 POSTGRADUATE COLLOQUIUM"	AIP CONF PROC
2015 UKM FST POSTGRADUATE COLLOQUIUM	AIP CONF PROC
2016 CONFERENCE ON FUNDAMENTAL AND APPLIED SCIENCE FOR ADVANCED TECHNOLOGY CONFAST 2016	AIP CONF PROC
20TH INTERNATIONAL CONFERENCE ON SPECTRAL LINE SHAPES	AIP CONF PROC
22ND NATIONAL SYMPOSIUM ON MATHEMATICAL SCIENCES SKSM22	AIP CONF PROC
25TH TEXAS SYMPOSIUM ON RELATIVISTIC ASTROPHYSICS TEXAS 2010	AIP CONF PROC
26TH INTERNATIONAL COSMIC RAY CONFERENCE	AIP CONF PROC
"27TH INTERNATIONAL SYMPOSIUM ON RAREFIED GAS DYNAMICS, 2010, PTS ONE AND TWO"	AIP CONF PROC
"28TH INTERNATIONAL SYMPOSIUM ON RAREFIED GAS DYNAMICS 2012, VOLS. 1 AND 2"	AIP CONF PROC
2ND ASEAN - APCTP WORKSHOP ON ADVANCED MATERIALS SCIENCE AND NANOTECHNOLOGY AMSN 2010	AIP CONF PROC
2ND ELIMED WORKSHOP AND PANEL	AIP CONF PROC
2ND INTERNATIONAL ADVANCES IN APPLIED PHYSICS AND MATERIALS SCIENCE CONGRESS	AIP CONF PROC
2ND INTERNATIONAL CONFERENCE ON ADVANCES IN NUCLEAR SCIENCE AND ENGINEERING - ICANSE 2009	AIP CONF PROC
2ND INTERNATIONAL CONFERENCE ON EMERGING TECHNOLOGIES: MICRO TO NANO 2015 ETMN-2015	AIP CONF PROC
2ND INTERNATIONAL CONFERENCE ON FUNCTIONAL MATERIALS AND METALLURGY ICOFM 2016	AIP CONF PROC
2ND INTERNATIONAL CONFERENCE ON METHODS AND MODELS IN SCIENCE AND TECHNOLOGY ICM2ST-11	AIP CONF PROC
2ND INTERNATIONAL CONFERENCE ON ULTRA-INTENSE LASER INTERACTION SCIENCE	AIP CONF PROC
"2ND INTERNATIONAL SYMPOSIUM ON AQUA SCIENCE, WATER RESOURCE AND LOW CARBON ENERGY"	AIP CONF PROC
2ND ISM INTERNATIONAL STATISTICAL CONFERENCE 2014 ISM-II	AIP CONF PROC
2ND ITER INTERNATIONAL SUMMER SCHOOL: CONFINEMENT	AIP CONF PROC
2ND PADJADJARAN INTERNATIONAL PHYSICS SYMPOSIUM 2015 PIPS-2015: MATERIALS FUNCTIONALIZATION AND ENERGY CONSERVATIONS	AIP CONF PROC
3 K COSMOLOGY	AIP CONF PROC
39TH INTERNATIONAL CONFERENCE APPLICATIONS OF MATHEMATICS IN ENGINEERING AND ECONOMICS AMEE13	AIP CONF PROC
3RD INTERNATIONAL ADVANCES IN APPLIED PHYSICS AND MATERIALS SCIENCE CONGRESS	AIP CONF PROC
3RD INTERNATIONAL CONFERENCE ON ADVANCED MATERIALS SCIENCE AND TECHNOLOGY ICAMST 2015	AIP CONF PROC
3RD INTERNATIONAL CONFERENCE ON ADVANCES IN NUCLEAR SCIENCE AND ENGINEERING 2011 ICANSE 2011	AIP CONF PROC
3RD INTERNATIONAL CONFERENCE ON FUNDAMENTAL AND APPLIED SCIENCES ICFAS 2014: INNOVATIVE RESEARCH IN APPLIED SCIENCES FOR A SUSTAINABLE FUTURE	AIP CONF PROC
3RD INTERNATIONAL CONFERENCE ON THEORETICAL AND APPLIED PHYSICS 2013 ICTAP 2013	AIP CONF PROC
3RD INTERNATIONAL TOPICAL MEETING ON OPTICAL SENSING AND ARTIFICIAL VISION OSAV'2012	AIP CONF PROC
3RD INTERNATIONAL WORKSHOP ON NUCLEON STRUCTURE AT LARGE BJORKEN X	AIP CONF PROC
3RD SCHOOL AND WORKSHOP ON SPACE PLASMA PHYSICS	AIP CONF PROC
"40 YEARS OF PULSARS: MILLISECOND PULSARS, MAGNETARS AND MORE"	AIP CONF PROC
"40TH ANNUAL REVIEW OF PROGRESS IN QUANTITATIVE NONDESTRUCTIVE EVALUATION: INCORPORATING THE 10TH INTERNATIONAL CONFERENCE ON BARKHAUSEN NOISE AND MICROMAGNETIC TESTING, VOLS 33A & 33B"	AIP CONF PROC
"41ST ANNUAL REVIEW OF PROGRESS IN QUANTITATIVE NONDESTRUCTIVE EVALUATION, VOL 34"	AIP CONF PROC
41ST INTERNATIONAL CONFERENCE APPLICATIONS OF MATHEMATICS IN ENGINEERING AND ECONOMICS AMEE'15	AIP CONF PROC
42ND ANNUAL REVIEW OF PROGRESS IN QUANTITATIVE NONDESTRUCTIVE EVALUATION: INCORPORATING THE 6TH EUROPEAN-AMERICAN WORKSHOP ON RELIABILITY OF NDE	AIP CONF PROC
4TH ASIAN PHYSICS SYMPOSIUM: AN INTERNATIONAL EVENT	AIP CONF PROC
4TH INTERNATIONAL CONFERENCE ON ADVANCES IN NUCLEAR SCIENCE AND ENGINEERING ICANSE 2013	AIP CONF PROC
4TH INTERNATIONAL CONFERENCE ON LASER PROBING - LAP 2008	AIP CONF PROC
"4TH INTERNATIONAL CONFERENCE ON MATHEMATICS AND NATURAL SCIENCES ICMNS 2012 L: SCIENCE FOR HEALTH, FOOD AND SUSTAINABLE ENERGY"	AIP CONF PROC
4TH INTERNATIONAL CONFERENCE ON PROTON EMITTING NUCLEI AND RELATED TOPICS	AIP CONF PROC
4TH INTERNATIONAL CONFERENCE ON THEORETICAL AND APPLIED PHYSICS ICTAP 2014	AIP CONF PROC
4TH INTERNATIONAL CONGRESS IN ADVANCES IN APPLIED PHYSICS AND MATERIALS SCIENCE APMAS 2014	AIP CONF PROC
"4TH INTERNATIONAL MEETING OF ADVANCES IN THERMOFLUIDS IMAT 2011, PT 1 AND 2"	AIP CONF PROC
4TH INTERNATIONAL SYMPOSIUM ON EARTHQUAKE AND DISASTER MITIGATION 2014 ISEDM 2014	AIP CONF PROC
4TH INTERNATIONAL SYMPOSIUM ON SLOW DYNAMICS IN COMPLEX SYSTEMS: KEEP GOING TOHOKU	AIP CONF PROC
4TH INTERNATIONAL WORKSHOP ON NUCLEAR FISSION AND FISSION-PRODUCT SPECTROSCOPY	AIP CONF PROC
4TH MANUFACTURING ENGINEERING SOCIETY INTERNATIONAL CONFERENCE MESIC 2011	AIP CONF PROC
4TH NANOSCIENCE AND NANOTECHNOLOGY SYMPOSIUM NNS2011: AN INTERNATIONAL SYMPOSIUM	AIP CONF PROC
4TH SYMPOSIUM ON NUCLEAR PHYSICS	AIP CONF PROC
4th International Symposium on Therapeutic Ultrasound	AIP CONF PROC
5TH ASIAN PHYSICS SYMPOSIUM APS 2012	AIP CONF PROC
5TH INTERNATIONAL CONFERENCE AND WORKSHOP ON BASIC AND APPLIED SCIENCES ICOWOBAS 2015	AIP CONF PROC
5TH INTERNATIONAL CONFERENCE ON MATHEMATICS AND NATURAL SCIENCES ICMNS 2014	AIP CONF PROC
5TH INTERNATIONAL CONFERENCE ON RESEARCH AND EDUCATION IN MATHEMATICS ICREM5	AIP CONF PROC
5TH INTERNATIONAL CONFERENCE ON THERMOPHYSICAL PROPERTIES	AIP CONF PROC
5TH INTERNATIONAL CONFERENCE ON TIMES OF POLYMERS TOP AND COMPOSITES	AIP CONF PROC
5TH INTERNATIONAL SYMPOSIUM ON EARTHHAZARD AND DISASTER MITIGATION	AIP CONF PROC
5TH INTERNATIONAL WORKSHOP ON ACOUSTIC AND RADIO EEV NEUTRINO DETECTION ACTIVITIES ARENA 2012	AIP CONF PROC
5TH INTERNATIONAL WORKSHOP ON HIGH-PT PHYSICS AT LHC	AIP CONF PROC
5TH NANOSCIENCE AND NANOTECHNOLOGY SYMPOSIUM NNS2013	AIP CONF PROC
6TH INTERNATIONAL CONFERENCE ON CONCENTRATING PHOTOVOLTAIC SYSTEMS CPV-6	AIP CONF PROC
6TH INTERNATIONAL CONFERENCE ON MEDICAL APPLICATIONS OF SYNCHROTRON RADIATION	AIP CONF PROC
6TH INTERNATIONAL CONFERENCE ON THE PHYSICS OF HIGHLY CHARGED IONS	AIP CONF PROC
6TH INTERNATIONAL CONFERENCE ON TIMES OF POLYMERS TOP AND COMPOSITES	AIP CONF PROC
"6TH INTERNATIONAL SYMPOSIUM ON MULTIPHASE FLOW, HEAT MASS TRANSFER AND ENERGY CONVERSION"	AIP CONF PROC
6TH INTERNATIONAL WORKSHOP ON INFORMATION OPTICS WIO '07	AIP CONF PROC
6TH INTERNATIONAL WORKSHOP ON VERY LARGE VOLUME NEUTRINO TELESCOPES VLVVT 13	AIP CONF PROC
6TH MEXICAN NUCLEAR PHYSICS SCHOOL	AIP CONF PROC
6TH NANOSCIENCE AND NANOTECHNOLOGY SYMPOSIUM NNS2015	AIP CONF PROC
6th International Symposium on Therapeutic Ultrasound	AIP CONF PROC
75 YEARS OF QUANTUM ENTANGLEMENT: FOUNDATIONS AND INFORMATION THEORETIC APPLICATIONS	AIP CONF PROC
7TH INTERNATIONAL CONFERENCE OF THE BALKAN PHYSICAL UNION VOLS 1 AND 2	AIP CONF PROC
7TH INTERNATIONAL CONFERENCE ON ATOMIC AND MOLECULAR DATA AND THEIR APPLICATIONS ICAMDATA-2010	AIP CONF PROC
7TH INTERNATIONAL CONFERENCE ON CONCENTRATING PHOTOVOLTAIC SYSTEMS CPV-7	AIP CONF PROC
7TH INTERNATIONAL CONFERENCE ON LASER APPLICATIONS-ICLA 2009	AIP CONF PROC
7TH INTERNATIONAL CONFERENCE ON LOW DIMENSIONAL STRUCTURES AND DEVICES LDSD 2011	AIP CONF PROC
7TH INTERNATIONAL SYMPOSIUM ON MEASUREMENT TECHNIQUES FOR MULTIPHASE FLOWS	AIP CONF PROC
"7TH INTERNATIONAL SYMPOSIUM ON MULTIPHASE FLOW, HEAT MASS TRANSFER AND ENERGY CONVERSION"	AIP CONF PROC
8TH CHINA-JAPAN JOINT NUCLEAR PHYSICS SYMPOSIUM CJJNPS2012	AIP CONF PROC
8TH CIRCUM-PAN-PACIFIC SYMPOSIUM ON HIGH ENERGY SPIN PHYSICS	AIP CONF PROC
8TH INTERNATIOANL CONFERENCE ON THE SCIENTIFIC AND CLINICAL APPLICATIONS OF MAGNETIC CARRIERS	AIP CONF PROC
"8TH INTERNATIONAL CONFERENCE AND WORKSHOP ON NUMERICAL SIMULATION OF 3D SHEET METAL FORMING PROCESSES NUMISHEET 2011, PTS A AND B"	AIP CONF PROC
8TH INTERNATIONAL CONFERENCE ON CONCENTRATING PHOTOVOLTAIC SYSTEMS CPV-8	AIP CONF PROC
8TH INTERNATIONAL CONFERENCE ON LASER APPLICATIONS - ICLA 2011	AIP CONF PROC
8TH INTERNATIONAL CONFERENCE ON PROGRESS IN THEORETICAL PHYSICS ICPTP 2011	AIP CONF PROC
8TH INTERNATIONAL CONFERENCE ON THE SCIENTIFIC AND CLINICAL APPLICATIONS OF MAGNETIC CARRIERS	AIP CONF PROC
8TH INTERNATIONAL SYMPOSIUM ON MEASUREMENT TECHNIQUES FOR MULTIPHASE FLOWS	AIP CONF PROC
8TH INTERNATIONAL SYMPOSIUM ON THERAPEUTIC ULTRASOUND	AIP CONF PROC
8TH INTERNATIONAL WORKSHOP ON THE PHYSICS OF EXCITED NUCLEONS NSTAR 2011	AIP CONF PROC
9TH EUROPEAN CONFERENCE ON THERMOELECTRICS ECT2011	AIP CONF PROC
9TH INTERNATIONAL CONFERENCE ON CONCENTRATOR PHOTOVOLTAIC SYSTEMS CPV-9	AIP CONF PROC
9TH INTERNATIONAL CONFERENCE ON DENSE Z PINCHES	AIP CONF PROC
"9TH INTERNATIONAL CONFERENCE ON MATHEMATICAL PROBLEMS IN ENGINEERING, AEROSPACE AND SCIENCES ICNPAA 2012"	AIP CONF PROC
9TH INTERNATIONAL CONFERENCE ON VIBRATION MEASUREMENTS BY LASER AND NONCONTACT TECHNIQUES AND SHORT COURSE	AIP CONF PROC
9TH INTERNATIONAL PHYSICS CONFERENCE OF THE BALKAN PHYSICAL UNION BPU-9	AIP CONF PROC
9TH INTERNATIONAL SYMPOSIUM ON THERAPEUTIC ULTRASOUND	AIP CONF PROC
27 ANNUAL CONFERENCE : WATER MANAGEMENT OF RIVER SYSTEMS AND SYMPOSIUM : RESOURCE DEVELOPMENT OF THE LOWER MISSISSIPPI RIVER	AM WAT RES
1988 AMA EDUCATORS PROCEEDINGS : EFFICIENCY AND EFFECTIVENESS IN MARKETING	AMA EDUC PR
1989 AMA EDUCATORS PROCEEDINGS : ENHANCING KNOWLEDGE DEVELOPMENT IN MARKETING	AMA EDUC PR
1990 AMA EDUCATORS PROCEEDINGS : ENHANCING KNOWLEDGE DEVELOPMENT IN MARKETING	AMA EDUC PR
1991 AMA EDUCATORS PROCEEDINGS	AMA EDUC PR
"1992 AMA EDUCATORS PROCEEDINGS, VOL 3"	AMA EDUC PR
"1992 AMA WINTER EDUCATORS CONFERENCE : MARKETING THEORY AND APPLICATIONS, VOL 3"	AMA EDUC PR
"1993 AMA EDUCATORS PROCEEDINGS, VOL 4"	AMA EDUC PR
1995 AMA EDUCATORS' PROCEEDINGS - ENHANCING KNOWLEDGE DEVELOPMENT IN MARKETING	AMA EDUC PR
"1996 AMA EDUCATORS' PROCEEDINGS, VOL 7 - ENHANCING KNOWLEDGE DEVELOPMENT IN MARKETING"	AMA EDUC PR
"1991 AMA WINTER EDUCATORS CONFERENCE : MARKETING THEORY AND APPLICATIONS, VOL 2"	AMA WINTER EDUC CONF
1993 AMA WINTER EDUCATORS' CONFERENCE	AMA WINTER EDUC CONF
1995 AMA WINTER EDUCATORS' CONFERENCE - MARKETING THEORY AND APPLICATIONS	AMA WINTER EDUC CONF
"1996 AMA WINTER EDUCATORS' CONFERENCE, VOL 7 - MARKETING THEORY AND APPLICATIONS"	AMA WINTER EDUC CONF
2000 AMA EDUCATORS' PROCEEDINGS - ENHANCING KNOWLEDGE DEVELOPMENT IN MARKETING	AMA WINTER EDUC CONF
2000 AMA WINTER EDUCATORS' CONFERENCE - MARKETING THEORY AND APPLICATIONS	AMA WINTER EDUC CONF
2001 AMA WINTER EDUCATORS' CONFERENCE - MARKETING THEORY AND APPLICATIONS	AMA WINTER EDUC CONF
15TH PAUL D CONVERSE SYMPOSIUM	AMER MAR AS
1990 AMA WINTER EDUCATORS CONFERENCE	AMER MAR AS
1996 SYMPOSIUM FOR THE MARKETING OF HIGHER EDUCATION	AMER MAR AS
2000 SYMPOSIUM FOR THE MARKETING OF HIGHER EDUCATION	AMER MAR AS
33RD ANNUAL SYMPOSIUM ON FOUNDATIONS OF COMPUTER SCIENCE : PROCEEDINGS	AN S FDN CO
34TH ANNUAL SYMPOSIUM ON FOUNDATIONS OF COMPUTER SCIENCE: PROCEEDINGS	AN S FDN CO
"35TH ANNUAL SYMPOSIUM ON FOUNDATIONS OF COMPUTER SCIENCE, PROCEEDINGS"	AN S FDN CO
"36TH ANNUAL SYMPOSIUM ON FOUNDATIONS OF COMPUTER SCIENCE, PROCEEDINGS"	AN S FDN CO
"37TH ANNUAL SYMPOSIUM ON FOUNDATIONS OF COMPUTER SCIENCE, PROCEEDINGS"	AN S FDN CO
"22nd Annual Computer Security Applications Conference, Proceedings"	ANN COMPUT SECURITY
"24TH ANNUAL COMPUTER SECURITY APPLICATIONS CONFERENCE, PROCEEDINGS"	ANN COMPUT SECURITY
"15TH ANNUAL IEEE CONFERENCE ON COMPUTATIONAL COMPLEXITY, PROCEEDINGS"	ANN IEEE CONF COMPUT
"16TH ANNUAL IEEE CONFERENCE ON COMPUTATIONAL COMPLEXITY, PROCEEDINGS"	ANN IEEE CONF COMPUT
"17TH ANNUAL IEEE CONFERENCE ON COMPUTATIONAL COMPLEXITY, PROCEEDINGS"	ANN IEEE CONF COMPUT
"18TH IEEE ANNUAL CONFERENCE ON COMPUTATIONAL COMPLEXITY, PROCEEDINGS"	ANN IEEE CONF COMPUT
"19TH IEEE ANNUAL CONFERENCE ON COMPUTATIONAL COMPLEXITY, PROCEEDINGS"	ANN IEEE CONF COMPUT
2011 IEEE 26TH ANNUAL CONFERENCE ON COMPUTATIONAL COMPLEXITY CCC	ANN IEEE CONF COMPUT
2012 IEEE 27TH ANNUAL CONFERENCE ON COMPUTATIONAL COMPLEXITY CCC	ANN IEEE CONF COMPUT
2013 IEEE CONFERENCE ON COMPUTATIONAL COMPLEXITY CCC	ANN IEEE CONF COMPUT
2014 IEEE 29TH CONFERENCE ON COMPUTATIONAL COMPLEXITY CCC	ANN IEEE CONF COMPUT
25TH ANNUAL IEEE CONFERENCE ON COMPUTATIONAL COMPLEXITY - CCC 2010	ANN IEEE CONF COMPUT
"10TH ANNUAL IEEE SYMPOSIUM ON FIELD-PROGRAMMABLE CUSTOM COMPUTING MACHINES, PROCEEDINGS"	ANN IEEE SYM FIELD P
"12TH ANNUAL IEEE SYMPOSIUM ON FIELD-PROGRAMMABLE CUSTOM COMPUTING MACHINES, PROCEEDINGS"	ANN IEEE SYM FIELD P
"2000 IEEE SYMPOSIUM ON FIELD-PROGRAMMABLE CUSTOM COMPUTING MACHINES, PROCEEDINGS"	ANN IEEE SYM FIELD P
2011 IEEE 19TH ANNUAL INTERNATIONAL SYMPOSIUM ON FIELD-PROGRAMMABLE CUSTOM COMPUTING MACHINES FCCM	ANN IEEE SYM FIELD P
"2009 50TH ANNUAL IEEE SYMPOSIUM ON FOUNDATIONS OF COMPUTER SCIENCE: FOCS 2009, PROCEEDINGS"	ANN IEEE SYMP FOUND
2010 IEEE 51ST ANNUAL SYMPOSIUM ON FOUNDATIONS OF COMPUTER SCIENCE	ANN IEEE SYMP FOUND
2011 IEEE 52ND ANNUAL SYMPOSIUM ON FOUNDATIONS OF COMPUTER SCIENCE FOCS 2011	ANN IEEE SYMP FOUND
2012 IEEE 53RD ANNUAL SYMPOSIUM ON FOUNDATIONS OF COMPUTER SCIENCE FOCS	ANN IEEE SYMP FOUND
2013 IEEE 54TH ANNUAL SYMPOSIUM ON FOUNDATIONS OF COMPUTER SCIENCE FOCS	ANN IEEE SYMP FOUND
2014 55TH ANNUAL IEEE SYMPOSIUM ON FOUNDATIONS OF COMPUTER SCIENCE FOCS 2014	ANN IEEE SYMP FOUND
2015 IEEE 56TH ANNUAL SYMPOSIUM ON FOUNDATIONS OF COMPUTER SCIENCE	ANN IEEE SYMP FOUND
30TH ANNUAL SYMPOSIUM ON FOUNDATIONS OF COMPUTER SCIENCE	ANN IEEE SYMP FOUND
"31ST ANNUAL SYMPOSIUM ON FOUNDATIONS OF COMPUTER SCIENCE, VOLS 1 AND 2"	ANN IEEE SYMP FOUND
"38TH ANNUAL SYMPOSIUM ON FOUNDATIONS OF COMPUTER SCIENCE, PROCEEDINGS"	ANN IEEE SYMP FOUND
"39TH ANNUAL SYMPOSIUM ON FOUNDATIONS OF COMPUTER SCIENCE, PROCEEDINGS"	ANN IEEE SYMP FOUND
"41ST ANNUAL SYMPOSIUM ON FOUNDATIONS OF COMPUTER SCIENCE, PROCEEDINGS"	ANN IEEE SYMP FOUND
"42ND ANNUAL SYMPOSIUM ON FOUNDATIONS OF COMPUTER SCIENCE, PROCEEDINGS"	ANN IEEE SYMP FOUND
"44TH ANNUAL IEEE SYMPOSIUM ON FOUNDATIONS OF COMPUTER SCIENCE, PROCEEDINGS"	ANN IEEE SYMP FOUND
"45TH ANNUAL IEEE SYMPOSIUM ON FOUNDATIONS OF COMPUTER SCIENCE, PROCEEDINGS"	ANN IEEE SYMP FOUND
"46th Annual IEEE Symposium on Foundations of Computer Science, Proceedings"	ANN IEEE SYMP FOUND
"47th Annual IEEE Symposium on Foundations of Computer Science, Proceedings"	ANN IEEE SYMP FOUND
2014 8TH ANNUAL IEEE SYSTEMS CONFERENCE SYSCON	ANN IEEE SYST CONF
"1994 EDUCATIONAL CONFERENCE AND 81ST ANNUAL MEETING OF APPA: THE ASSOCIATION OF HIGHER EDUCATION FACILITIES OFFICERS, PROCEEDINGS"	ANN M APPA
"1995 EDUCATIONAL CONFERENCE & 82ND ANNUAL MEETING, PROCEEDINGS"	ANN M APPA
11TH OESO WORLD CONFERENCE: REFLUX DISEASE	ANN NY ACAD SCI
12TH OESO WORLD CONFERENCE: CANCERS OF THE ESOPHAGUS	ANN NY ACAD SCI
2014 XXII ANNUAL PACIFIC VOICE CONFERENCE PVC	ANN PACIFIC VOICE
2014 ANNUAL SRII GLOBAL CONFERENCE SRII	ANN SRII GLOB CONF
2009 8TH ANNUAL WORKSHOP ON NETWORK AND SYSTEMS SUPPORT FOR GAMES NETGAMES 2009	ANN WORK NETW
2012 11TH ANNUAL WORKSHOP ON NETWORK AND SYSTEMS SUPPORT FOR GAMES NETGAMES	ANN WORK NETW
2013 12TH ANNUAL WORKSHOP ON NETWORK AND SYSTEMS SUPPORT FOR GAMES NETGAMES 2013	ANN WORK NETW
2015 INTERNATIONAL WORKSHOP ON NETWORK AND SYSTEMS SUPPORT FOR GAMES NETGAMES	ANN WORK NETW
2012 ANNUAL IEEE INDIA CONFERENCE INDICON	ANNU IEEE IND CONF
2013 ANNUAL IEEE INDIA CONFERENCE INDICON	ANNU IEEE IND CONF
2015 ANNUAL IEEE INDIA CONFERENCE INDICON	ANNU IEEE IND CONF
2ND INTERNATIONAL CONFERENCE ON ASIA AGRICULTURE AND ANIMAL ICAAA 2012	APCBEE PROC
2ND INTERNATIONAL CONFERENCE ON CHEMISTRY AND CHEMICAL PROCESS ICCCP 2012	APCBEE PROC
3RD INTERNATIONAL CONFERENCE ON BIOMEDICAL ENGINEERING AND TECHNOLOGY - ICBET 2013	APCBEE PROC
3RD INTERNATIONAL CONFERENCE ON BIOTECHNOLOGY AND FOOD SCIENCE ICBFS 2012	APCBEE PROC
4TH INTERNATIONAL CONFERENCE ON ENVIRONMENTAL SCIENCE AND DEVELOPMENT- ICESD 2013	APCBEE PROC
21ST APPLICATION OF THE COMPUTERS AND OPERATIONS RESEARCH IN THE MINERAL INDUSTRY	APPL COMP O
2007 IEEE APPLIED ELECTROMAGNETICS CONFERENCE	APPL ELECTROMAGN C
"2013 INTERNATIONAL CONFERENCE ON MACHINERY, MATERIALS SCIENCE AND ENERGY ENGINEERING"	APPL MECH MATER
"2013 INTERNATIONAL CONFERENCE ON PROCESS EQUIPMENT, MECHATRONICS ENGINEERING AND MATERIAL SCIENCE"	APPL MECH MATER
"4TH MECHANICAL AND MANUFACTURING ENGINEERING, PTS 1 AND 2"	APPL MECH MATER
"4TH MECHNICAL AND MANUFACTURING ENGINEERING, PTS 1 AND 2"	APPL MECH MATER
2010 TWENTY-FIFTH ANNUAL IEEE APPLIED POWER ELECTRONICS CONFERENCE AND EXPOSITION APEC	APPL POWER ELECT  CO
2011 TWENTY-SIXTH ANNUAL IEEE APPLIED POWER ELECTRONICS CONFERENCE AND EXPOSITION APEC	APPL POWER ELECT  CO
2012 TWENTY-SEVENTH ANNUAL IEEE APPLIED POWER ELECTRONICS CONFERENCE AND EXPOSITION APEC	APPL POWER ELECT  CO
2013 TWENTY-EIGHTH ANNUAL IEEE APPLIED POWER ELECTRONICS CONFERENCE AND EXPOSITION APEC 2013	APPL POWER ELECT  CO
2014 TWENTY-NINTH ANNUAL IEEE APPLIED POWER ELECTRONICS CONFERENCE AND EXPOSITION APEC	APPL POWER ELECT  CO
2015 THIRTIETH ANNUAL IEEE APPLIED POWER ELECTRONICS CONFERENCE AND EXPOSITION APEC 2015	APPL POWER ELECT  CO
"2009 APPLIED ELECTRONICS, INTERNATIONAL CONFERENCE"	APPLIED ELECTRONICS
2010 INTERNATIONAL CONFERENCE ON APPLIED ELECTRONICS	APPLIED ELECTRONICS
2011 INTERNATIONAL CONFERENCE ON APPLIED ELECTRONICS AE	APPLIED ELECTRONICS
2012 INTERNATIONAL CONFERENCE ON APPLIED ELECTRONICS	APPLIED ELECTRONICS
2013 INTERNATIONAL CONFERENCE ON APPLIED ELECTRONICS AE	APPLIED ELECTRONICS
2014 INTERNATIONAL CONFERENCE ON APPLIED ELECTRONICS AE	APPLIED ELECTRONICS
2015 INTERNATIONAL CONFERENCE ON APPLIED ELECTRONICS AE	APPLIED ELECTRONICS
2011 ASEE ANNUAL CONFERENCE & EXPOSITION	ASEE ANNU CONF EXPO
2012 ASEE ANNUAL CONFERENCE	ASEE ANNU CONF EXPO
2013 ASEE ANNUAL CONFERENCE	ASEE ANNU CONF EXPO
2012 ASIA COMMUNICATIONS AND PHOTONICS CONFERENCE ACP	ASIA COMMUN PHOTON
"2012 19TH ASIA-PACIFIC SOFTWARE ENGINEERING CONFERENCE APSEC, VOL 1"	ASIA PAC SOFWR ENG
"2012 19TH ASIA-PACIFIC SOFTWARE ENGINEERING CONFERENCE WORKSHOPS APSECW, VOL. 2"	ASIA PAC SOFWR ENG
"2013 20TH ASIA-PACIFIC SOFTWARE ENGINEERING CONFERENCE APSEC 2013, VOL 1"	ASIA PAC SOFWR ENG
"2013 20TH ASIA-PACIFIC SOFTWARE ENGINEERING CONFERENCE APSEC 2013, VOL 2"	ASIA PAC SOFWR ENG
"2005 ASIA-PACIFIC MICROWAVE CONFERENCE PROCEEDINGS, VOLS 1-5"	ASIA PACIF MICROWAVE
"2007 ASIA PACIFIC MICROWAVE CONFERENCE, VOLS 1-5"	ASIA PACIF MICROWAVE
2013 ASIA-PACIFIC MICROWAVE CONFERENCE PROCEEDINGS APMC 2013	ASIA PACIF MICROWAVE
2014 ASIA-PACIFIC MICROWAVE CONFERENCE APMC	ASIA PACIF MICROWAVE
"2008 ASIA AND SOUTH PACIFIC DESIGN AUTOMATION CONFERENCE, VOLS 1 AND 2"	ASIA S PACIF DES AUT
2010 15TH ASIA AND SOUTH PACIFIC DESIGN AUTOMATION CONFERENCE ASP-DAC 2010	ASIA S PACIF DES AUT
2011 16TH ASIA AND SOUTH PACIFIC DESIGN AUTOMATION CONFERENCE ASP-DAC	ASIA S PACIF DES AUT
2012 17TH ASIA AND SOUTH PACIFIC DESIGN AUTOMATION CONFERENCE ASP-DAC	ASIA S PACIF DES AUT
2014 19TH ASIA AND SOUTH PACIFIC DESIGN AUTOMATION CONFERENCE ASP-DAC	ASIA S PACIF DES AUT
2016 21ST ASIA AND SOUTH PACIFIC DESIGN AUTOMATION CONFERENCE ASP-DAC	ASIA S PACIF DES AUT
"13TH ASIAN TEST SYMPOSIUM, PROCEEDINGS"	ASIAN TEST SYMPOSIUM
"14TH ASIAN TEST SYMPOSIUM, PROCEEDINGS"	ASIAN TEST SYMPOSIUM
"2009 ASIAN TEST SYMPOSIUM, PROCEEDINGS"	ASIAN TEST SYMPOSIUM
2011 20TH ASIAN TEST SYMPOSIUM ATS	ASIAN TEST SYMPOSIUM
2013 22ND ASIAN TEST SYMPOSIUM ATS	ASIAN TEST SYMPOSIUM
2014 IEEE 23RD ASIAN TEST SYMPOSIUM ATS	ASIAN TEST SYMPOSIUM
17TH ASIA-PACIFIC CONFERENCE ON COMMUNICATIONS APCC 2011	ASIA-PAC CONF COMMUN
2013 19TH ASIA-PACIFIC CONFERENCE ON COMMUNICATIONS APCC: SMART COMMUNICATIONS TO ENHANCE THE QUALITY OF LIFE	ASIA-PAC CONF COMMUN
2012 ASIA-PACIFIC INTERNATIONAL SYMPOSIUM ON ELECTROMAGNETIC COMPATIBILITY APEMC	ASIA-PAC INT SYM ELE
2015 ASIA-PACIFIC SYMPOSIUM ON ELECTROMAGNETIC COMPATIBILITY APEMC	ASIA-PAC INT SYM ELE
